ean,nombre,marca,medida,rubro,precio,precioNumerico
7798133510109,GRISINES SALVADO X 180 GRS (PX),S/D,GRM,Almacén,"0,00",0.0
7799145038735,GUANTE ACANALADO COMBINADO,S/D,UNI,Limpieza,"0,00",0.0
7799145011561,GUANTE CHENILE BLACK,S/D,UNI,Desayuno,"0,00",0.0
7799145011578,GUANTE CHENILE COLOR,S/D,UNI,Desayuno,"0,00",0.0
7799145011738,GUANTE LISO ADULTO TOUCH,S/D,UNI,Desayuno,"0,00",0.0
7799145011622,GUANTE MAGICO ADULTO,S/D,UNI,Desayuno,"0,00",0.0
7799145011707,GUANTE MAGICO ADULTO,S/D,UNI,Desayuno,"0,00",0.0
7799145011677,GUANTE MAGICO NINOS,S/D,UNI,Desayuno,"0,00",0.0
7799145011516,GUANTE MAGICO NN,S/D,UNI,Desayuno,"0,00",0.0
7799145011608,GUANTE PIEL DE MONO,S/D,UNI,Desayuno,"0,00",0.0
7799145011530,GUANTE SIN DEDO,S/D,UNI,Desayuno,"0,00",0.0
7799145024073,GUANTE SKY ESTAMPADO,S/D,UNI,Desayuno,"0,00",0.0
7799145007687,GUANTE SKY LISO,S/D,UNI,Desayuno,"0,00",0.0
7799145011684,GUANTE TEJIDO ADULTO,S/D,UNI,Desayuno,"0,00",0.0
7798096880202,GUARNICION ANDINA SUENO VERDE 325 GRS,S/D,GRM,Almacén,"0,00",0.0
7796333808101,HAMBURGUESA DE POLLO CONG. X 12 960G,S/D,GRS,Carnes,"0,00",0.0
7798016101660,HAMBURGUESAS DE POLLO GRANJA TRES ARROYOS X 166GRS,GRANJA TRES ARROYOS,GRM,Carnes,"0,00",0.0
7796333008082,HAMBURGUESAS POLLO LIBRE DE GLUTEN X 2 160G,S/D,GRS,Carnes,"0,00",0.0
7798125100325,HARINA DE AMARANTO STURLA X 250 GRS.,S/D,GRM,Almacén,"0,00",0.0
7798192362756,HELADERA BAJO MESADA PHILCO 93LT PHBM091B,PHILCO,UNI,Frutas y Verduras,"0,00",0.0
7797102526875,HELADERA DREAN 264L HDR280F50B BLANCA,DREAN,UNI,Almacén,"0,00",0.0
7797102525656,HELADERA DREAN 392L DISP HDR400F11N NEGRA,DREAN,UNI,Almacén,"0,00",0.0
7795473037976,HELADERA DREAN 396L HDR400F41E GRIS,DREAN,UNI,Almacén,"0,00",0.0
7797102525601,HELADERA DREAN NEG 302L HDR320F00N,DREAN,UNI,Almacén,"0,00",0.0
7799111672888,HELADERA ESLABON DE LUJO 273L ERD29BB BLANCA,S/D,UNI,Almacén,"0,00",0.0
7791758120500,HELADERA GAFA 282L HGF358AFB BLANCA,GAFA,UNI,Almacén,"0,00",0.0
7791758121002,HELADERA GAFA 374L HGF388AFB BLANCA,GAFA,UNI,Almacén,"0,00",0.0
7797003773293,HELADERA KOHINOOR KSA 3290 7,KOHINOOR,UNI,Almacén,"0,00",0.0
7796885063898,HELADERA NF BGH 338L INV BRT330I1A INOX,BGH,UNI,Almacén,"0,00",0.0
7796885065243,HELADERA NF BGH 404L INV BRT405I1A INOX.,BGH,UNI,Almacén,"0,00",0.0
7797003956160,HELADERA NF COMBI KOHINOOR 405L KHGA41D 8 INOX,KOHINOOR,UNI,Almacén,"0,00",0.0
7791758203012,HELADERA NF GAFA 265L HGNF3000B BLANCA,GAFA,UNI,Almacén,"0,00",0.0
7799111036710,HELADERA NF PHILCO PHNT458B BLANCA,PHILCO,UNI,Almacén,"0,00",0.0
7796885063874,HELADERA NF SBS BGH 397L INV BRS400I1A INOX,BGH,UNI,Almacén,"0,00",0.0
7797003956856,HELADERA NF SBS KOHINOOR 469L INV KHSA47NI 9,KOHINOOR,UNI,Almacén,"0,00",0.0
7799111685901,HELADERA NF SBS PHILCO 428L PHSB450N NEGRA,PHILCO,UNI,Almacén,"0,00",0.0
7799111682115,HELADERA NF SBS PHILCO 428L PHSB450X INOX,PHILCO,UNI,Almacén,"0,00",0.0
7797750979870,HELADERA NF SBS WHIRLPOOL 518L INV WRS955F PLATA,WHIRLPOOL,UNI,Almacén,"0,00",0.0
7798081280697,HELADERA NF SMARTLIFE 354L INV SL RNF370SDINV,SMART LIFE,UNI,Almacén,"0,00",0.0
7798192368109,HELADERA PHILCO 340L PHCT341B BLANCA,PHILCO,UNI,Almacén,"0,00",0.0
7798081280727,HELADERA SBS NF SMARTLIFE 560L INV SLSBS690S2P INX,SMART LIFE,UNI,Almacén,"0,00",0.0
7799111038011,HELADERA SIAM 340LTS 91HSI CT341B BLANCA,S/D,UNI,Almacén,"0,00",0.0
7798081280659,HELADERA SMARTLIFE 257L SLRFH260WH BLANCA,SMART LIFE,UNI,Almacén,"0,00",0.0
7798441010117,HERRADURAS EN BLISTER X 220 GRS (P),S/D,GRM,Desayuno,"0,00",0.0
7798209310572,HIELERA 4 CUBOS XL CON TAPA SI O SI,S/D,UNI,Almacén,"0,00",0.0
7797128000014,HIERBAS SUQUIA VARIAS,S/D,UNI,Almacén,"0,00",0.0
7798401020095,HOMUS SHAMI X UNID,S/D,GRM,Almacén,"0,00",0.0
7798042870240,HONGOS SECOS x 50 grs.,S/D,GRM,Almacén,"0,00",0.0
7798118962886,HORNO ELECTRICO AXEL 60L ANAFE AX HCH60,AXEL,UNI,Almacén,"0,00",0.0
7798118962718,HORNO ELECTRICO AXEL NEGRO 30L AX HC30E,AXEL,UNI,Almacén,"0,00",0.0
7798118962152,HORNO ELECTRICO AXEL NEGRO 45L ANAF AX HCH45,AXEL,UNI,Almacén,"0,00",0.0
7798118962008,HORNO ELECTRICO AXEL NEGRO 45L AX HC45N,AXEL,UNI,Almacén,"0,00",0.0
7798118962459,HORNO ELECTRICO AXEL NEGRO 60L AX HC60N,AXEL,UNI,Almacén,"0,00",0.0
7796885482507,HORNO ELECTRICO BGH 30L AIRFRY SPIEDO INOX,BGH,UNI,Almacén,"0,00",0.0
7796885482491,HORNO ELECTRICO BGH 30L AIRFRY SPIEDO NEGRO,BGH,UNI,Almacén,"0,00",0.0
7796885483276,HORNO ELECTRICO BGH 30L GRILL MEC DUO BHE30M23N,BGH,UNI,Almacén,"0,00",0.0
7796885482637,HORNO ELECTRICO BGH 40L DUO BHE40M25I.,BGH,UNI,Almacén,"0,00",0.0
7796885483283,HORNO ELECTRICO BGH 40L GRILL MEC DUO BHE40M23N,BGH,UNI,Almacén,"0,00",0.0
7796885482644,HORNO ELECTRICO BGH 55L CONV DUO BHE55M25I,BGH,UNI,Almacén,"0,00",0.0
7796885483290,HORNO ELECTRICO BGH 55L GRILL CONV MEC DUO BHE55M2,BGH,UNI,Almacén,"0,00",0.0
7796885483160,HORNO ELECTRICO BGH 65L BHE65M19,BGH,UNI,Almacén,"0,00",0.0
7796885482613,HORNO ELECTRICO BGH DUO 25L BHE25M23NI,BGH,UNI,Almacén,"0,00",0.0
7796885483238,HORNO ELECTRICO BGH SILVER 45L BHE45S22,BGH,UNI,Almacén,"0,00",0.0
7798426650536,HORNO ELECTRICO DAEWOO 16L AIRFRY NEGRO,DAEWOO,UNI,Almacén,"0,00",0.0
7798366203311,HORNO ELECTRICO DAEWOO 35 LTS GRIS DW4504 CA,DAEWOO,UNI,Almacén,"0,00",0.0
7798366200860,HORNO ELECTRICO DAEWOO 41L NEGRO DW 5090E 55,DAEWOO,UNI,Almacén,"0,00",0.0
7798366200884,HORNO ELECTRICO DAEWOO 49 LTS NEGRO DW7000E,DAEWOO,UNI,Almacén,"0,00",0.0
7798366203397,HORNO ELECTRICO DAEWOO SILVERR 41L DW 5094CA 55 C,DAEWOO,UNI,Almacén,"0,00",0.0
7797750980302,HORNO ELECTRICO KITCHENAID 14L AIRFRYER NEGRO,S/D,UNI,Almacén,"0,00",0.0
7797087512382,HORNO ELECTRICO MIDEA INOX 40L TO M340SAR1,MIDEA,UNI,Almacén,"0,00",0.0
7797087512221,HORNO ELECTRICO MIDEA SILVER 32L TO M332SAR1,MIDEA,UNI,Almacén,"0,00",0.0
7798081284961,HORNO ELECTRICO SMARTLIFE 40L CONV TO0040,SMART LIFE,UNI,Almacén,"0,00",0.0
7798081287733,HORNO ELECTRICO SMARTLIFE GRILL SL GO0030PN 30L,SMART LIFE,UNI,Almacén,"0,00",0.0
7798081286439,HORNO ELECTRICO SMARTLIFE NEGRO 40L SL TO0040PN,SMART LIFE,UNI,Almacén,"0,00",0.0
7796885483344,HORNO ELECTRICO TRAMONTINA GLASS COOK 40L HEG,TRAMONTINA,UNI,Almacén,"0,00",0.0
7798384611419,HORNO PIZZA SMART TEK MILANO E.MAX1 NEG,S/D,UNI,Congelados,"0,00",0.0
7792934113545,HORTALIZA PARA GUISADA ITALIANA X 600 GRS SONG,S/D,GRM,Almacén,"0,00",0.0
7798479500024,HUEVO BLANCO BOLZAN X 30 UNIDADES,S/D,UNI,Frutas y Verduras,"0,00",0.0
7798092353113,HUEVO BLANCO CARNAVE X 30,CARNAVE,UNI,Frutas y Verduras,"0,00",0.0
7798019960288,HUEVO BLANCO OVOFOOD X 6 U EN CELULOSA,S/D,UNI,Frutas y Verduras,"0,00",0.0
7798042387809,HUEVO BLANCOS EXTRA GRANDE GRANJA ALMEYRA X 6,S/D,UNI,Frutas y Verduras,"0,00",0.0
7793618000045,HUEVO CASTANO GRANDE CARTON X 6 U,S/D,UNI,Frutas y Verduras,"0,00",0.0
7798051590122,HUEVO COLOR MR EGG MEDIANO X 30U MEDIANO,S/D,UNI,Frutas y Verduras,"0,00",0.0
7797906000700,PAPAS BASTON TRADICIONAL MC CAIN BOLSA X 400 GRS,CLASICAS MC CAIN,GRM,Limpieza,"0,00",0.0
7797906000984,PAPAS NOISETTES MC CAIN BOLSA X 2.5KG,HORNEABLES MC CAIN,GRM,Limpieza,"0,00",0.0
7797906054819,PAPAS CLASICAS TRADICIONAL FAMILIAR MC CAIN X 1.4K,CLASICAS MC CAIN,GRM,Frutas y Verduras,"0,00",0.0
7797906054826,PAPAS BASTON TRADICIONAL MC CAIN X 700 GRS,CLASICAS MC CAIN,GRM,Frutas y Verduras,"0,00",0.0
7797906054833,PAPAS GOURMET CRINKLE MC CAIN BOLSA X 600 GRS,GOURMET MC CAIN,GRM,Limpieza,"0,00",0.0
7797906054857,PAPAS HORNEABLES ARTESANAL MC CAIN BOLSA X 700 GRS,HORNEABLES MC CAIN,GRM,Limpieza,"0,00",0.0
7797906054864,PAPAS HORNEABLES TRADICIONAL MC CAIN BOLSA X 700 G,HORNEABLES MC CAIN,GRM,Limpieza,"0,00",0.0
7797906054918,PAPAS NOISETTES HORNEABLES MC CAIN BOLSA X 1.2 KG,HORNEABLES MC CAIN,GRM,Limpieza,"0,00",0.0
7797906054925,PAPAS NOISETTES HORNEABLES MC CAIN BOLSA X 600 GRS,HORNEABLES MC CAIN,GRM,Limpieza,"0,00",0.0
7797906054956,PAPAS SMILES MC CAIN BOLSA X 700 GRS,SMILES MC CAIN,GRM,Limpieza,"0,00",0.0
7797906054987,PAPAS BASTON AMERICANAS ONE FRY X 700 GRM,ONE FRY,GRM,Frutas y Verduras,"0,00",0.0
7797906054994,PAPAS BASTON AMERICANAS ONE FRY X 1400 GRM,ONE FRY,GRM,Frutas y Verduras,"0,00",0.0
7797906055007,PAPAS CRISPERS GOURMET MC CAIN BOLSA X 600 GRM,MC CAIN,GRM,Limpieza,"0,00",0.0
7797906055014,PAPAS MC CAIN AIR FRYER X 700 GRS,MC CAIN,GRM,Frutas y Verduras,"0,00",0.0
7797906055144,PAPAS GOLAZO MC CAIN BOLSA X 700 GRS,MC CAIN,GRM,Limpieza,"0,00",0.0
7798019960356,HUEVO COLOR OVOFOOD X 6 U EN CELULOSA,S/D,UNI,Frutas y Verduras,"0,00",0.0
7797941000673,PINO CIPRES 1.80 MTS.,EUROTREE,UNI,Almacén,"0,00",0.0
7797941001007,PINO PATAGONICO DE 1.20 MTS COLOR VERDE (GAMA MEDI,EUROTREE,UNI,Almacén,"0,00",0.0
7797941001014,PINO PATAGONICO DE 1.50 MTS COLOR VERDE (GAMA MEDI,EUROTREE,UNI,Almacén,"0,00",0.0
7797942000726,NARANJA X KG (PUX),CARREFOUR CRISTAL,GRM,Frutas y Verduras,"0,00",0.0
7797942000771,AJO X2 UNI (PUX),CARREFOUR CRISTAL,UNI,Frutas y Verduras,"0,00",0.0
7797942000863,RUCULA X 100G,CARREFOUR CRISTAL,GRM,Frutas y Verduras,"0,00",0.0
7797942001020,ENSALADA MEZCLUM CON CHERRY X 300 GRS,CARREFOUR CRISTAL,GRM,Limpieza,"0,00",0.0
7797942001242,ZANAHORIA ROCKY BANDEJA X 200GRS,CARREFOUR CRISTAL,GRM,Frutas y Verduras,"0,00",0.0
7792335000123,HUEVO FRESCO BLANCO X 30 UNIDADES,S/D,UNI,Frutas y Verduras,"0,00",0.0
7797942001426,CHAMPIGNON BLANCO X 200 GRS ROCKY,CARREFOUR CRISTAL,GRM,Almacén,"0,00",0.0
7797942001723,ENSALADA CUATRO COLORES X 250 GRS,CARREFOUR CRISTAL,GRM,Limpieza,"0,00",0.0
7797942001785,ANCO X UNI (PUX),CARREFOUR CRISTAL,UNI,Almacén,"0,00",0.0
7797942001938,TOMATE RACIMO X 500 GRS.,CARREFOUR CRISTAL,GRM,Frutas y Verduras,"0,00",0.0
7797942001945,PUCHERO ROCKY X 350 GRS.,CARREFOUR CRISTAL,GRM,Almacén,"0,00",0.0
7798042387823,HUEVOS BLANCOS GRANDES GRANJA ALMEYRA X 30,S/D,UNI,Frutas y Verduras,"0,00",0.0
7797942006186,RUCULA SELVATICA ROCKY X 100 GR,CARREFOUR CRISTAL,GRM,Frutas y Verduras,"0,00",0.0
7797942006230,MIX DE HOJAS VERDES ROCKY X 300 GRM,CARREFOUR CRISTAL,GRM,Almacén,"0,00",0.0
7798139951012,HUEVOS COLOR AVICOLA VALLE FERTIL X 6,S/D,UNI,Frutas y Verduras,"0,00",0.0
7797942006315,MIX COLESLAW X 250 GRS,CARREFOUR CRISTAL,UNI,Almacén,"0,00",0.0
7797942006322,ESPINACA X 100 GRS,CARREFOUR CRISTAL,UNI,Frutas y Verduras,"0,00",0.0
7798112460012,HUEVOS DE CODORNIZ X 12 UNID GRANJA MILTON,S/D,UNI,Frutas y Verduras,"0,00",0.0
7797942006414,TOMATE CHERRY HUELLA NATURAL X 300GRS,CARREFOUR HUELLA NAT,GRM,Frutas y Verduras,"0,00",0.0
7797942006759,ESPINACA X 300 GRS,CARREFOUR CRISTAL,UNI,Frutas y Verduras,"0,00",0.0
7797942006933,VINO TINTO MALBEC WAMPA BOT X 750 CC,WAMPA,CM3,Bebidas,"0,00",0.0
7797942006940,VINO TINTO CABERNET SAUVIGNON WAMPA BOT X 750 CC,WAMPA,CM3,Bebidas,"0,00",0.0
7797942006957,VINO BLANCO DULCE WAMPA BOT X 750 CC,WAMPA,CM3,Bebidas,"0,00",0.0
7797942007022,VINO TINTO CAB SAUV AUTENTIC FINCA NATALINA X 750C,FINCA NATALINA,CM3,Bebidas,"0,00",0.0
7797942007046,VINO TINTO MALBEC AUNTENTIC FINCA NATALINA X 750CC,FINCA NATALINA,CM3,Bebidas,"0,00",0.0
7797942007060,VINO ROSE AUTENTICO FINCA NATALINA BOT X 750 CC,FINCA NATALINA,CM3,Bebidas,"0,00",0.0
7797942007077,VINO SAUV BLANC AUTENTIC FINCA NATALINA X 750 CC,FINCA NATALINA,CM3,Bebidas,"0,00",0.0
7797942007084,VINO TORRONTES AUTENTICO FINCA NATALINA X 750 CC,FINCA NATALINA,CM3,Bebidas,"0,00",0.0
7797942007091,VINO BLANCO CHARD AUTENTIC FINCA NATALINA X 750 CC,FINCA NATALINA,CM3,Bebidas,"0,00",0.0
7797942007107,VINO BLANCO COSESCH TARDIA FINCA NATALINA X 750 CC,FINCA NATALINA,CM3,Bebidas,"0,00",0.0
7797942007244,VINO TINTO MALBEC PUTRUELE ESTATE BOT X 750 CC,PUTRUELE,CM3,Bebidas,"0,00",0.0
7797942007251,VINO TINTO CABERNE SAUVIGNON PUTRUELE BOT X 750 CC,PUTRUELE,CM3,Bebidas,"0,00",0.0
7797942007275,VINO TINTO SYRAH PUTRUELE BOT X 750 CC,PUTRUELE,CM3,Bebidas,"0,00",0.0
7797942007367,VINO TINTO RESERVA MALBEC SELECT PUTRUELE X 750 CC,PUTRUELE,CM3,Bebidas,"0,00",0.0
7797942007374,VINO TINTO CAB SAUVIGN RESERV PUTRUELE BOT X 750CC,PUTRUELE,CM3,Bebidas,"0,00",0.0
7797942007527,ESPUMANTE SWEET ROSE PUTRUELE BOT X 750 CC,PUTRUELE,CM3,Bebidas,"0,00",0.0
7797942007534,VINO BLANCO DULCE TARDIO DE PUTRUELE BOT X 500 CC,PUTRUELE,CM3,Bebidas,"0,00",0.0
7797942007565,VINO ROSADO DULCE TARDIO DE PUTRUELE BOT X 500 CC,PUTRUELE,CM3,Bebidas,"0,00",0.0
7797942007572,ESPUMANTE EXTRA BRUT FINCA NATALINA BOT X 750 CC,FINCA NATALINA,CM3,Bebidas,"0,00",0.0
7792335002226,HUEVOS DE GALLINAS LIBRES COLOR X 30 UNIDADES,S/D,UNI,Frutas y Verduras,"0,00",0.0
7797942007770,VINO ROSE DULCE NATURAL WAMPA BOT X 750 CC,WAMPA,CM3,Bebidas,"0,00",0.0
7792335001304,HUEVOS DE GALLINAS LIBRES COLOR X 6 UNIDADES,S/D,UNI,Frutas y Verduras,"0,00",0.0
7791720049631,HUEVOS LIBRES DE JAULA HUELLA NATURAL X 20 UNI,S/D,UNI,Frutas y Verduras,"0,00",0.0
7791720041192,HUEVOS LIBRES DE JAULA HUELLA NATURAL X 6 UNIDADES,S/D,UNI,Frutas y Verduras,"0,00",0.0
7791720043929,HUMMUS CL SICO CLASSIC X 230 GRS,S/D,GRM,Almacén,"0,00",0.0
7791720043936,HUMMUS CON ACEITE DE OLIVA CLASSIC X 230 GRS,S/D,GRM,Desayuno,"0,00",0.0
7791720047170,HUMMUS CON PIMENTON CLASSIC SIN GLUTEN X 230 GRS,S/D,GRS,Desayuno,"0,00",0.0
7798015650817,HUMMUS DE ACEITUNAS X 180 GRS SANTA MARIA,S/D,UNI,Almacén,"0,00",0.0
7797967000138,PLATO DE ASADO CALDEN 24 CM,LA MATERA,UNI,Carnes,"0,00",0.0
7798000210521,VINO TINTO MALBEC CABERNET FRANC HJ FABRE X 750 CC,HJ,CM3,Bebidas,"0,00",0.0
7798000210545,VINO TINTO MALBEC PETIT VERDOT HJ FABRE X 750 CC,HJ,CM3,Bebidas,"0,00",0.0
7798000211108,FABRE MONTMAYOU GRAN VIN,FABRE MONTMAYOU,CM3,Almacén,"0,00",0.0
7798000213515,VINO TINTO MALBEC FABRE MONTMAYOU X 750 CC,FABRE MONTMAYOU,CM3,Bebidas,"0,00",0.0
7798000213522,VINO TINTO CABERNET SAUVIG FABRE MONTMAYOU X 750CC,FABRE MONTMAYOU,CM3,Bebidas,"0,00",0.0
7798000213539,VINO TINTO CABERNET FRANC FABRE MONTMAYOU X 750 CC,FABRE MONTMAYOU,CM3,Bebidas,"0,00",0.0
7798000213546,VINO TINTO MERLOT FABRE MONTMAYOU X 750 CC,FABRE MONTMAYOU,CM3,Bebidas,"0,00",0.0
7798000213553,VINO BLANCO CHARDONNAY FABRE MONTMAYOU X 750 CC,FABRE MONTMAYOU,CM3,Bebidas,"0,00",0.0
7798001560175,CREMA DE LECHE CREMIGAL POTE X 190 GR,CREMIGAL,GRM,Lácteos,"0,00",0.0
7798001560632,YOGUR VAINILLA CON CEREAL CREMIGAL POTE X 153 GR,CREMIGAL,GRM,Lácteos,"0,00",0.0
7798001562261,FLAN VAINILLA CON CARAMELO CREMIGAL POTE X 120 GR,CREMIGAL,GRM,Desayuno,"0,00",0.0
7798001562407,QUESO UNTABLE CLASICO CREMIGAL POTE X 190 GR,CREMIGAL,GRM,Lácteos,"0,00",0.0
7798001562421,QUESO UNTABLE SABOR JAMON CREMIGAL POTE X 190 GR,CREMIGAL,GRM,Lácteos,"0,00",0.0
7798001562438,QUESO UNTABLE POR SALUT MAGRO CREMIGAL X 190 GR,CREMIGAL,GRM,Lácteos,"0,00",0.0
7798001562445,QUESO UNTABLE CON QUESO AZUL CREMIGAL POTE X 190GR,CREMIGAL,GRM,Lácteos,"0,00",0.0
7798001562483,QUESO CREMA CREMIGAL POTE X 290 GR,CREMIGAL,GRM,Lácteos,"0,00",0.0
7798001562513,YOG DESCREMADO FRUTILLA CREMIGAL POTE X120 GR,CREMIGAL,GRM,Frutas y Verduras,"0,00",0.0
7798001562520,YOG DESCREMADO VAINILLA CREMIGAL POTE X120 GR,CREMIGAL,GRM,Desayuno,"0,00",0.0
7798001562599,LECHE ENTERA LARGA VIDA CREMIGAL SACHET X 1 LT,CREMIGAL,GRM,Lácteos,"0,00",0.0
7798001562605,LECHE DESCREMADA LARGA VIDA CREMIGAL SACHET X 1 LT,CREMIGAL,GRM,Lácteos,"0,00",0.0
7798001562629,DULCE DE LECHE CLASICO CREMIGAL POTE X 400 GR,CREMIGAL,GRM,Lácteos,"0,00",0.0
7798001562636,DULCE DE LECHE REPOSTERO CREMIGAL POTE X 400 GR,CREMIGAL,GRM,Lácteos,"0,00",0.0
7798001562643,DULCE DE LECHE CLASICO CREMIGAL POTE X 250 GR,CREMIGAL,GRM,Lácteos,"0,00",0.0
7798001562650,LECHE CHOCOLATADA UAT CREMIGAL SACHET X 1 LT,CREMIGAL,GRM,Lácteos,"0,00",0.0
7798001562667,DULCE DE LECHE CLASICO CREMIGAL CUNETE X 1 KG,CREMIGAL,GRM,Lácteos,"0,00",0.0
7798001562674,DULCE DE LECHE REPOSTERO CREMIGAL CUNETE X 1 KG,CREMIGAL,GRM,Lácteos,"0,00",0.0
7798001562834,YOGUR VAINILLA CON ARITOS CREMIGAL POTE X 150 GR,CREMIGAL,GRM,Lácteos,"0,00",0.0
7798001562858,YOG PARC DESCREM FRUTILLA CREMIGAL POTE X 120 GR,CREMIGAL,GRM,Frutas y Verduras,"0,00",0.0
7798001562865,YOG PARC DESCREM VAINILLA CREMIGAL POTE X 120 GR,CREMIGAL,GRM,Desayuno,"0,00",0.0
7798001562872,YOG PARC DESCREM DURAZNO CREMIGAL POTE X 120 GR,CREMIGAL,GRM,Frutas y Verduras,"0,00",0.0
7798001562919,MANTECA SIN SAL AGREGADA CREMIGAL X 100 GR,CREMIGAL,GRM,Lácteos,"0,00",0.0
7798001563008,POSTRE GELATINA FRUTILLA CREMIGAL POTE X 110 GR,CREMIGAL,GRM,Frutas y Verduras,"0,00",0.0
7798001563015,POSTRE GELATINA MANZANA CREMIGAL POTE X 110 GR,CREMIGAL,GRM,Frutas y Verduras,"0,00",0.0
7798001563053,YOG PARC DESCREM FRUTILLA CREMIGAL SACHET X 900 GR,CREMIGAL,GRM,Lácteos,"0,00",0.0
7798001563060,YOG DESCREMADO VAINILLA CREMIGAL SACHET X 900 GR,CREMIGAL,GRM,Lácteos,"0,00",0.0
7798001563091,YOG PARC DESCREM BANANA CREMIGAL SACHET X 900 GR,CREMIGAL,GRM,Lácteos,"0,00",0.0
7798001563107,YOG DESCREMADO FRUTILLA CREMIGAL SACHET X 900 GR,CREMIGAL,GRM,Lácteos,"0,00",0.0
7798001563114,YOG PARC DESCREM VAINILLA CREMIGAL SACHET X 900 GR,CREMIGAL,GRM,Lácteos,"0,00",0.0
7798001563138,YOGUR NATURAL ENDULZADO CREMIGAL POTE X 170 GR,CREMIGAL,GRM,Lácteos,"0,00",0.0
7798001880464,GRASA VACUNA ESANI SACHET X 500 GRS,ESANI,GRM,Lácteos,"0,00",0.0
7798001880488,GRASA PORCINA ESANI SACHET X 500 GRS,ESANI,GRM,Lácteos,"0,00",0.0
7798002355213,SET BOCHA 2LISO SATIN BRIGHT 50MM,GENERICO,UNI,Almacén,"0,00",0.0
7798002580387,SOLDADOS CON VEHICULO X25 PIEZAS,VULCANITA,UNI,Almacén,"0,00",0.0
7798002580394,SOLDADOS CON AVION Y JEEP X48 PIEZAS,VULCANITA,UNI,Almacén,"0,00",0.0
7798002580400,PLAYSETS SOLDADOS X 101,GENERICO,UNI,Almacén,"0,00",0.0
7798002580981,BIJOUTERIE PARA ARMAR SOPHIE CHICA,VULCANITA,UNI,Desayuno,"0,00",0.0
7798002580998,BIJOUTERIE PARA ARMAR SOPHIE GRANDE,VULCANITA,UNI,Desayuno,"0,00",0.0
7798002581001,BIJOU SOPHIE PARA ARMAR CHICA,VULCANITA,UNI,Almacén,"0,00",0.0
7798002581018,BIJOU SOPHIE PARA ARMAR GRANDE,VULCANITA,UNI,Almacén,"0,00",0.0
7798002585948,ROMPECABEZAS PAW PATROL 24 PIEZAS 4 MODELOS,GENERICO,UNI,Almacén,"0,00",0.0
7798002586464,BIJOU SOPHIE POP BEADS,VULCANITA,UNI,Almacén,"0,00",0.0
7798002587133,BIJOU SOPHIE EN BLISTER,VULCANITA,UNI,Desayuno,"0,00",0.0
7798003381013,PINO VESUBIO 0.90 MTS,FABESA,UNI,Almacén,"0,00",0.0
7798003381037,PINO VESUBIO 1.2 MTS,FABESA,UNI,Almacén,"0,00",0.0
7798003381624,PINO ALEMAN 1.50 MTS,FABESA,UNI,Almacén,"0,00",0.0
7798003385837,ARBOL ALEMAN 1.20 MTS.,FABESA,UNI,Almacén,"0,00",0.0
7798004241231,BISCUITS BAY BISCUIT BOLSA X 172 GRS,BAY BISCUIT,GRM,Limpieza,"0,00",0.0
7798004241248,BISCUITS MINI BAY BISCUIT X 140 GRS,BAY BISCUIT,GRM,Almacén,"0,00",0.0
7798004241255,BAY BISCUIT X 100 GRS,BAY BISCUIT,GRM,Almacén,"0,00",0.0
7791720043943,HUMMUS DE AJO AHUMADO CLASSIC X 230 GRS,S/D,GRM,Frutas y Verduras,"0,00",0.0
7798015650725,HUMMUS DE ALCAUCILES X 180 GRS SANTA MARIA,S/D,UNI,Almacén,"0,00",0.0
7798015650718,HUMMUS DE GIRGOLAS X 180 GRS SANTA MARIA,S/D,UNI,Almacén,"0,00",0.0
7798015650572,HUMMUS DE REMOLACHA X 180 GRS SANTA MARIA,S/D,UNI,Almacén,"0,00",0.0
7798446943779,INDIVIDUAL BL PARIS CUERINA LISO 50X40CM,S/D,UNI,Almacén,"0,00",0.0
7799029022881,INDIVIDUAL ESTAMPADO PP NAVIDE O,S/D,UNI,Almacén,"0,00",0.0
7792489490207,INDIVIDUAL TUSOR NATURAL HOME,S/D,UNI,Almacén,"0,00",0.0
7798016103510,INNER DE POLLO REBOZADO GRANJA 3 ARROYOS X 450GRS,GRANJA TRES ARROYOS,GRM,Carnes,"0,00",0.0
7793617245409,INVISIBLE DEPORTIVO SIN TOALLA,S/D,UNI,Almacén,"0,00",0.0
7790625014263,JAM N COCIDO LARIO FETEADO X 200 G,S/D,GRM,Desayuno,"0,00",0.0
7798375610209,JAM N COCIDO X 200 GRS PDR,S/D,GRM,Almacén,"0,00",0.0
7796953311098,JAMON COCIDO FETEADO 130G CALCHAQUI SIN TACC,S/D,GRM,Carnes,"0,00",0.0
7791720036365,JAMON COCIDO FETEADO X 150 GRS BULNEZ,BULNEZ,GRS,Carnes,"0,00",0.0
7798185410198,JAMON COCIDO TIPO BAVARO (FETEADO) X100 GR,S/D,GRS,Carnes,"0,00",0.0
7798004837113,VALIJA SOY TIXI DOCTORA,JUGUETOYS,UNI,Almacén,"0,00",0.0
7798004837410,VALIJA SOY TIXI VETERINARIA,JUGUETOYS,UNI,Desayuno,"0,00",0.0
7798004837526,VALIJA SET DECO PEPPA PIG,JUGUETOYS,UNI,Almacén,"0,00",0.0
7798005150013,MILANESAS DE SOJA TRADICIONALES SOJITA BOLSA X 6 U,SOJITA,GRM,Limpieza,"0,00",0.0
