ean,nombre,marca,medida,rubro,precio,precioNumerico
7790150533109,ESPECIAS PARRILLA CHIMICHURRI ALICANTE 25 GRS,ALICANTE,GRM,Desayuno,"0,00",0.0
7790150533154,ESPECIAS PARRILLA VEGETALES ALICANTE 20 GRS,ALICANTE,GRM,Desayuno,"0,00",0.0
7790150533208,ESPECIAS PARRILLA CARNES ALICANTE 25 GRS,ALICANTE,GRM,Carnes,"0,00",0.0
7790150533307,ESPECIAS PARRILLA BARBACOA ALICANTE 25 GRS,ALICANTE,GRM,Desayuno,"0,00",0.0
7790150535394,NUEZ MOSCADA MOLIDA ALICANTE SOBRE X 25 GRS,ALICANTE,GRS,Desayuno,"0,00",0.0
7790150536285,NUEZ MOSCADA MOLIDA ALICANTE SOBRE X 50 GRS,ALICANTE,GRS,Desayuno,"0,00",0.0
7790150540183,OREGANO ALICANTE SOBRE X 25 GRS,ALICANTE,GRS,Desayuno,"0,00",0.0
7790150540336,OREGANO ALICANTE SOBRE X 50 GRS,ALICANTE,GRS,Desayuno,"0,00",0.0
7790150545287,PEREJIL DESHIDRATADO ALICANTE SOBRE X 25 GRS,ALICANTE,GRS,Desayuno,"0,00",0.0
7790150550465,PIMIENTA BLANCA MOLIDA ALICANTE SOBRE X 50 GRS,ALICANTE,GRS,Desayuno,"0,00",0.0
7790150550588,PIMIENTA BLANCA MOLIDA ALICANTE SOBRE X 25 GRS,ALICANTE,GRS,Desayuno,"0,00",0.0
7790150551363,PIMIENTA BLANCA EN GRANO ALICANTE SOBRE X 25 GRS,ALICANTE,GRS,Desayuno,"0,00",0.0
7790150555446,PIMIENTA NEGRA MOLIDA ALICANTE SOBRE X 25 GRS,ALICANTE,GRS,Desayuno,"0,00",0.0
7790150556368,PIMIENTA NEGRA EN GRANO ALICANTE SOBRE X 25 GRS,ALICANTE,GRS,Desayuno,"0,00",0.0
7790150565469,PIMENTON DULCE ALICANTE SOBRE X 200 GRS,ALICANTE,GRM,Desayuno,"0,00",0.0
7790150570180,PROVENZAL ALICANTE SOBRE X 25 GRS,ALICANTE,GRS,Desayuno,"0,00",0.0
7790150570371,PROVENZAL ALICANTE SOBRE X 50 GRS,ALICANTE,GRS,Desayuno,"0,00",0.0
7790150573280,ROMERO ALICANTE SOBRE X 15 GRS,ALICANTE,GRS,Desayuno,"0,00",0.0
7790150585412,SALSA CHAMPIGNONES ALICANTE SOBRE X 35 GRM,ALICANTE,GRS,Desayuno,"0,00",0.0
7790150600344,TOMILLO ALICANTE SOBRE X 10 GRS,MORENITA,GRS,Desayuno,"0,00",0.0
7790150610305,ESENCIA DE VAINILLA ALICANTE PET X 100 CC,ALICANTE,GRM,Desayuno,"0,00",0.0
7790150611029,SEMILLAS MIX P DESAYUNO ALICANTE DP X 150 GRS,ALICANTE,GRM,Desayuno,"0,00",0.0
7790150611074,SEMILLAS MIX PARA ENSALADAS ALICANTE DP X 150 GRS,ALICANTE,GRM,Limpieza,"0,00",0.0
7790150830444,CACAO EN POLVO CHOCOLINO BOLSA X 180 GRS,CHOCOLINO,GRM,Limpieza,"0,00",0.0
7790150830468,CACAO EN POLVO CHOCOLINO BOLSA X 360 GRS,CHOCOLINO,GRM,Limpieza,"0,00",0.0
7790150830482,CACAO EN POLVO CHOCOLINO BOLSA X 800 GRS,CHOCOLINO,GRM,Limpieza,"0,00",0.0
7790150831106,BOLITAS DE CEREAL CHOCO CHOCOLINO X 200 GRS,CHOCOLINO,GRM,Desayuno,"0,00",0.0
7790154000652,SIDRA ETIQUETA BLANCA DEL VALLE X 720 CC,DEL VALLE,CM3,Bebidas,"0,00",0.0
7790154000829,BEBIDA ALC A BASE DE VINO TINTO VIN UP X 1 LT,VIN UP,CM3,Bebidas,"0,00",0.0
7790154000836,BEBIDA ALC BASE DE VINO BLANCO VIN UP X 1 LT,VIN UP,CM3,Bebidas,"0,00",0.0
7790154008122,SIDRA PERA 1930 SACCANI X 750 CC,1930 SACCANI,CM3,Bebidas,"0,00",0.0
7790154008283,JUGO NATURAL NARANJA DEL VALLE X 1 LT,DEL VALLE,CM3,Bebidas,"0,00",0.0
7790154008290,JUGO NATURAL MANZANA DEL VALLE X 1 LT,DEL VALLE,CM3,Bebidas,"0,00",0.0
7790154008306,JUGO NATURAL MULTIFRUTA DEL VALLE X 1 LT,DEL VALLE,CM3,Bebidas,"0,00",0.0
7790154008368,JUGO NATURAL MANZANA DEL VALLE X 200 CC,DEL VALLE,CM3,Bebidas,"0,00",0.0
7790154008375,JUGO NATURAL NARANJA DEL VALLE X 200 CC,DEL VALLE,CM3,Bebidas,"0,00",0.0
7790154008429,SIDRA DEMI SEC 1930 LATA 355 CC,1930 SACCANI,CM3,Bebidas,"0,00",0.0
7790154008443,SIDRA PERA 1930 LATA 355 CC,1930 SACCANI,CM3,Bebidas,"0,00",0.0
7790154009068,FERNET COLA BORETTO X 473 CC,BORETTO,CM3,Bebidas,"0,00",0.0
7790154009129,APERITIV C ALC GINTONIC LIMON SHOOTER LATA X 473CC,SHOOTER,CM3,Bebidas,"0,00",0.0
7790154009136,APERITIVO C ALC VODKA Y LIMA SHOOTER LATA X 473 CC,SHOOTER,CM3,Bebidas,"0,00",0.0
7790154009143,APERITIVO C ALC VODKA Y POME SHOOTER LATA X 473 CC,SHOOTER,CM3,Bebidas,"0,00",0.0
7790158229486,MIEL LIQUIDA FRASCO ALELUYA PET X 500 GRS,ALELUYA,GRM,Desayuno,"0,00",0.0
7790158229493,MIEL UNTABLE FRASCO ALELUYA PET X 500 GRS,ALELUYA,GRM,Desayuno,"0,00",0.0
7790158229547,MIEL LIQUIDA ALELUYA SQUEZZE X 250 GRS,ALELUYA,GRM,Desayuno,"0,00",0.0
7790158229578,MIEL LIQUIDA ALELUYA POTE X 190 GRS,ALELUYA,GRM,Desayuno,"0,00",0.0
7790158229660,SALSA HONEY KETCHUP ALELUYA X 200 GRS,ALELUYA,GRM,Almacén,"0,00",0.0
7790158229677,MOSTAZA CON MIEL SUAVE ALELUYA SALSA X 335 GRS,ALELUYA,GRM,Desayuno,"0,00",0.0
7790158229790,MIEL ORGANICA LIQUIDA SIN TACC ALELUYA X 250 GRS,ALELUYA,GRM,Desayuno,"0,00",0.0
7790158229806,MIEL ORGANICA LIQUIDA SIN TACC ALELUYA X 500 GRS,ALELUYA,GRM,Desayuno,"0,00",0.0
7790168075660,VINO TINTO CABERNET GRAFFIGNA X 750 CC,GRAFFIGNA,CM3,Bebidas,"0,00",0.0
7790168075684,VINO TINTO MALBEC GRAFFIGNA X 750 CC,GRAFFIGNA,CM3,Bebidas,"0,00",0.0
7790168903680,VINO TINTO MALBEC GRAFFIGNA GLORIOUS X 750 CC,GRAFFIGNA,CM3,Bebidas,"0,00",0.0
7790168903802,VINO BLANCO CHARDONNAY COLON SELECTO X 750 CC,COLON SELECTO,CM3,Bebidas,"0,00",0.0
7790168903833,VINO TINTO CAB SAUVIGNON COLON SELECTO X 750 CC,COLON SELECTO,CM3,Bebidas,"0,00",0.0
7790168903925,VINO TINTO MALBEC COLON SELECTO X 750 CC,COLON SELECTO,CM3,Bebidas,"0,00",0.0
7790168904328,VINO TINTO DULCE SELECTO COLON BOT X 750 CC,COLON SELECTO,CM3,Bebidas,"0,00",0.0
7790168904373,VINO ROSADO DULCE FRESCO COLON SELECT BOT X 750 CC,COLON SELECTO,CM3,Bebidas,"0,00",0.0
7790168904403,VINO TINTO MALBEC BONARDA COLON BOT X 750 CC,COLON,CM3,Bebidas,"0,00",0.0
7790168904434,VINO TINTO CABERNET SAUV SYRAH COLON BOT X 750 CC,COLON,CM3,Bebidas,"0,00",0.0
7790168904465,VINO BLANCO TORRONTES VIOGNER COLON BOT X 750 CC,COLON,CM3,Bebidas,"0,00",0.0
7790168904502,VINO BLANCO DULCE FRESCO COLON SELECT BOT X 750 CC,COLON SELECTO,CM3,Bebidas,"0,00",0.0
7790168904649,VINO BLANCO DULCE DURAZNO COLON SELECT BOT X 750 C,COLON SELECTO,CM3,Bebidas,"0,00",0.0
7790168904663,VINO DULCE FRUTOS ROJOS COLON SELECT BOT X 750 CC,COLON SELECTO,CM3,Bebidas,"0,00",0.0
7790170901957,CAFE MOLIDO TORRADO INTENSO LA MORENITA X 125 GRS,MORENITA,GRM,Desayuno,"0,00",0.0
7790170901971,CAFE MOLIDO CLASICO LA MORENITA BOLSA X 250 GRS,MORENITA,GRM,Limpieza,"0,00",0.0
7790170902008,CAFE MOLIDO CLASICO LA MORENITA BOLSA X 500 GRS,MORENITA,GRM,Limpieza,"0,00",0.0
7790170902022,CAFE MOLIDO CLASICO LA MORENITA PAQUETE X 1 KG,MORENITA,GRM,Desayuno,"0,00",0.0
7790170902503,CAFE TOSTADO MORENITA MOLIDO X 250 GRS,MORENITA,GRM,Desayuno,"0,00",0.0
7790170903609,CAPSULAS CAFE HONDURAS MORENITA CAJA X 10 UNI,MORENITA,GRM,Desayuno,"0,00",0.0
7790170903654,CAPSULAS CAFE ITALIANO MORENITA CAJA X 10 UNI,MORENITA,GRM,Desayuno,"0,00",0.0
7790170903678,CAPSULAS CAFE BRASIL MORENITA CAJA X 10 UNI,MORENITA,GRM,Desayuno,"0,00",0.0
7790170903692,CAPSULAS CAFE COLOMBIA MORENITA CAJA X 10 UNI,MORENITA,GRM,Desayuno,"0,00",0.0
7790170903715,CAPSULAS CAFE ETIOPIA MORENITA CAJA X 10 UNI,MORENITA,GRM,Desayuno,"0,00",0.0
7790170903937,CAFE EN SAQUITOS LA MORENITA X 20 UNI,MORENITA,GRM,Desayuno,"0,00",0.0
7790170904668,CAFE INSTANTANEO LA MORENITA FRASCO X 170 GRS,MORENITA,GRM,Desayuno,"0,00",0.0
7790170904798,CAFE INSTANTANEO LA MORENITA FRASCO X 100 GRS,MORENITA,GRM,Desayuno,"0,00",0.0
7790170907478,CAPPUCCINO INSTANTANEO MORENITA DOYPACK X 125 GRS,MORENITA,GRM,Almacén,"0,00",0.0
7790170914032,TE NEGRO MORENITA X 5O UNI,MORENITA,GRM,Desayuno,"0,00",0.0
7790170914056,TE EN SAQUITOS LA MORENITA X 100 UNI,MORENITA,GRM,Desayuno,"0,00",0.0
7790170923645,TE TILO EN SAQUITOS LA MORENITA X 20 UNI,MORENITA,GRS,Desayuno,"0,00",0.0
7790170924642,TE BOLDO EN SAQUITOS LA MORENITA X 20 UNI,MORENITA,GRS,Desayuno,"0,00",0.0
7790170926646,TE HIERBAS NATUR SAQUITOS LA MORENITA X 20 UNI,MORENITA,GRS,Desayuno,"0,00",0.0
7790170929647,TE MANZANILLA EN SAQUITOS LA MORENITA X 20 UNI,MORENITA,GRS,Desayuno,"0,00",0.0
7790170949027,CAFE TOSTADO MOLIDO MORENITA X 250 GRS,MORENITA,GRM,Desayuno,"0,00",0.0
7790170949072,CAFE MOLIDO TOSTADO COLOMBIA MORENITA X 500 GRS,MORENITA,GRM,Desayuno,"0,00",0.0
7790170949096,CAFE EN GRANO TOSTADO COLOMBIA MORENITA X 500 GRS,MORENITA,GRM,Desayuno,"0,00",0.0
7790170949201,CAFE TOSTADO MOLIDO MORENITA BRASIL X 250 GRS,MORENITA,GRM,Desayuno,"0,00",0.0
7790170949300,CAFE TOSTADO MOLIDO MORENITA ITALIANO X 250 GRS,MORENITA,GRM,Desayuno,"0,00",0.0
7790174001301,MEDALLON DE VERDURAS VEGETALEX CAJA X 4 U,VEGETALEX,GRM,Congelados,"0,00",0.0
7790174001318,MEDALLON DE ESPINACA VEGETALEX CAJA X 4 U,VEGETALEX,GRM,Frutas y Verduras,"0,00",0.0
7790174001332,MEDALLON DE CALABAZA AVENA CHIA VEGETALEX CAJA X4U,VEGETALEX,GRM,Limpieza,"0,00",0.0
7790174001349,MILANESA DE SOJA VEGETALEX X 4 U,VEGETALEX,GRM,Carnes,"0,00",0.0
7790174001356,MILANESA DE SOJA ESPINACA CONG VEGETALEX X 4 U,VEGETALEX,GRM,Carnes,"0,00",0.0
7790174001370,MILANESA DE SOJA CON CALABAZA VEGETALEX X 4 UNI,VEGETALEX,GRM,Limpieza,"0,00",0.0
7790174001394,MEDALLON VEGETAL BURGUER VEGETALEX X 2 UN,VEGETALEX 100VEGETAL,GRM,Congelados,"0,00",0.0
7790174001400,NUGGETS VEGETAL VEGETALEX X 300 GRS,VEGETALEX 100VEGETAL,GRM,Almacén,"0,00",0.0
7790174001417,ALIMENTO A BASE DE VEGETALES HOT DOG VEGETALEX X 6,VEGETALEX 100VEGETAL,GRM,Almacén,"0,00",0.0
7790188105712,ZAPATILLA DEPORTIVA 25 34 CLASICA,TEX,UNI,Almacén,"0,00",0.0
7790189000023,VINO FINO BLANCO TORRONTE L ESTECO DON DAVIDX750CC,DON DAVID,CM3,Bebidas,"0,00",0.0
7790189000177,VINO TINTO CABERNET SAUVIGNON DON DAVID X 750 CC,DON DAVID,CM3,Bebidas,"0,00",0.0
7790189001129,VINO FINO TINTO MALBEC EL ESTECO DON DAVID X 750CC,DON DAVID,CM3,Bebidas,"0,00",0.0
7790189021011,VINO TINTO CABERNET SAUVIGNON ELEMENTOS X 750 CC,ELEMENTOS,CM3,Bebidas,"0,00",0.0
7790189021028,VINO TINTO MALBEC ELEMENTOS X 750 CC,ELEMENTOS,CM3,Bebidas,"0,00",0.0
7790189021035,VINO TINTO SYRAH ELEMENTOS X 750 CC,ELEMENTOS,CM3,Bebidas,"0,00",0.0
7790189021042,VINO TINTO TANNAT ELEMENTOS X 750 CC.,ELEMENTOS,CM3,Bebidas,"0,00",0.0
7790189021059,VINO BLANCO TORRONTES ELEMENTOS X 750 CC,ELEMENTOS,CM3,Bebidas,"0,00",0.0
7790189040036,VINO TINTO SYRAH DON DAVID X 750 CC,DON DAVID,CM3,Bebidas,"0,00",0.0
7790189042023,VINO TINTO MALBEC RESERVA DON DAVID X 750 CC,DON DAVID RESERVA,CM3,Bebidas,"0,00",0.0
7790189042030,VINO TINTO CABERNET SAUV RESERVA DON DAVID X 750C,DON DAVID RESERVA,CM3,Bebidas,"0,00",0.0
7790189042597,VINO ROSADO TORRONTES ELEMENTOS X 750 CC,ELEMENTOS,CM3,Bebidas,"0,00",0.0
7790189042788,VINO TINTO MALBEC TANNAT DON DAVID RVA X 750CC,DON DAVID RESERVA,CM3,Bebidas,"0,00",0.0
7790189043495,VINO TINTO MALBEC EL ESTECO BLEND DE EXT X 750 CC,EL ESTECO,CM3,Bebidas,"0,00",0.0
7790189043501,VINO TINTO CABERNET EL ESTECO BLEND DE EXT X 750 C,EL ESTECO,CM3,Bebidas,"0,00",0.0
7790189043686,VINO TINTO PINOT NOIR DON DAVID X 750 CC,DON DAVID,CM3,Bebidas,"0,00",0.0
7790189743456,VINO TINTO RED BLEND ELEMENTOS BOT X 750 CC,ELEMENTOS,CM3,Bebidas,"0,00",0.0
7790197120218,COGNAC RESERVA SAN JUAN X 750 CC,RESERVA SAN JUAN,CM3,Lácteos,"0,00",0.0
7790199000013,HARINA 000 MORIXE X 1 KG,MORIXE,GRM,Almacén,"0,00",0.0
7790199000020,HARINA 0000 MORIXE X 1 KG,MORIXE,GRM,Almacén,"0,00",0.0
7790199000051,HARINA LEUDANTE MORIXE X 1 KG,MORIXE,GRM,Desayuno,"0,00",0.0
7790199602910,PAN RALLADO MORIXE PAQUETE X 500 GRS,MORIXE,GRM,Panadería,"0,00",0.0
7790199602927,PAN RALLADO MORIXE PAQUETE X 1KG,MORIXE,GRM,Panadería,"0,00",0.0
7790199602934,REBOZADOR MORIXE PAQUETE X 500 GRS,MORIXE,GRM,Desayuno,"0,00",0.0
7790199602941,REBOZADOR MORIXE PAQUETE X 1 KG,MORIXE,GRM,Desayuno,"0,00",0.0
7790199603030,ACEITUNAS ENTERA MORIXE DOYPACK X 300 GRS,MORIXE,GRM,Desayuno,"0,00",0.0
7790199603054,ACEITUNAS DESCAROZADA MORIXE DOYPACK X 300 GRS,MORIXE,GRM,Almacén,"0,00",0.0
7790199603078,ACEITUNAS EN RODAJAS MORIXE DOYPACK X 300 GRS,MORIXE,GRM,Almacén,"0,00",0.0
7790199603368,HARINA MAIZ PARA AREPAS MORIXE X 1 KG,MORIXE,GRM,Almacén,"0,00",0.0
7790199603757,ACEITE OLIVA EXTRA VIRGEN MORIXE PET X 500 CC,MORIXE,CM3,Desayuno,"0,00",0.0
7790199603856,HARINA DE TRIGO INTEGRAL MORIXE X 1 KG,MORIXE,GRM,Desayuno,"0,00",0.0
7790199604174,ACEITE DE OLIVA EXTRA VIRGEN MORIXE VIDRIO X 500CC,MORIXE,CM3,Desayuno,"0,00",0.0
7790199604181,BIZCOCHUELO VAINILLA MORIXE X 540 GRS,MORIXE,GRM,Panadería,"0,00",0.0
7790199604273,HARINA PARA PIZZA MORIXE X 1 KG,MORIXE,GRM,Congelados,"0,00",0.0
7790199604587,AVENA TRADICIONAL MORIXE X 400 GRS,MORIXE,GRM,Desayuno,"0,00",0.0
7790199604594,AVENA INSTANTANEA MORIXE X 400 GRS,MORIXE,GRM,Desayuno,"0,00",0.0
7790199605782,AVENA INTEGRAL TRADICIONAL MORIXE CAJA X 500 GRS,MORIXE,GRM,Desayuno,"0,00",0.0
7790199605805,AVENA INTEGRAL INSTANTANEA MORIXE CAJA X 500 GRS,MORIXE,GRM,Desayuno,"0,00",0.0
7790199605829,AVENA EXTRA FINA MORIXE CAJA X 470 GRS,MORIXE,GRM,Desayuno,"0,00",0.0
7790199605874,GELATINA FRUTILLA MAGICA MORIXE X 40 GRS,MORIXE,GRM,Frutas y Verduras,"0,00",0.0
7790199605881,GELATINA CEREZA MAGICA MORIXE X 40 GRS,MORIXE,GRM,Almacén,"0,00",0.0
7790199605898,GELATINA FRAMBUESA MAGICA MORIXE X 40 GRS,MORIXE,GRM,Almacén,"0,00",0.0
7790199605928,GELATINA LIGHT FRUTILLA MAGICA MORIXE X 25 GRS,MORIXE,GRM,Frutas y Verduras,"0,00",0.0
7790202450385,SORBETE POLIPAPEL ESSENTIAL LUNARES X24,CARREFOUR ESSENTIAL,UNI,Desayuno,"0,00",0.0
7790202450514,SORBETE POLIPAPEL ESSENTIAL RAYADO X 24,CARREFOUR ESSENTIAL,UNI,Desayuno,"0,00",0.0
7790205450399,SORBETE POLIPAPEL ESSENTIAL LISO X24 COLOR,CARREFOUR ESSENTIAL,UNI,Desayuno,"0,00",0.0
7790217000018,YERBA MATE LA CUMBRECITA X 1KG,LA CUMBRECITA,GRM,Desayuno,"0,00",0.0
7790217000032,YERBA MATE CON PALO LA CUMBRECITA X 500 GRS,LA CUMBRECITA,GRM,Desayuno,"0,00",0.0
7790217000544,YERBA MATE C HIERBAS NATURALES LA CUMBRECITA X500G,LA CUMBRECITA,GRM,Desayuno,"0,00",0.0
7790230033031,FIDEOS MONOS MATARAZZO BOLSA X 500 GRS,MATARAZZO,GRM,Limpieza,"0,00",0.0
7790236001768,SORRENTINOS MOZZA Y JAMON LA SALTENA X 300 GRS,LA SALTENA,GRM,Carnes,"0,00",0.0
7790236018346,TAPA P EMPANADA HORNO LA SALTENA X 22 UNI,LA SALTENA,GRM,Congelados,"0,00",0.0
7790236018353,TAPA P EMPANADA CRIOLLA LA SALTENA X 22 UNI,LA SALTENA,GRM,Congelados,"0,00",0.0
7790240002010,VINO TINTO CABERNET SAUVIGNON FOND DE CAVE X 750CC,FOND DE CAVE CLASICO,CM3,Bebidas,"0,00",0.0
7790240002027,VINO BLANCO CHARDONNAY FOND DE CAVE X 750 CC,FOND DE CAVE CLASICO,CM3,Bebidas,"0,00",0.0
7790240003437,VINO TINTO MEDALLA TRAPICHE X 750 CC,TRAPICHE,CM3,Bebidas,"0,00",0.0
7790240017045,VINO TINTO MALBEC TRAPICHE ALARIS X 750 CC,ALARIS,CM3,Limpieza,"0,00",0.0
7790240017069,VINO BLANCO SAUV BLANC TRAPICHE ALARIS X 750 CC,ALARIS,CM3,Limpieza,"0,00",0.0
7790240019636,VINO TINTO MERLOT RESERVA TRAPICHE BOT X 750 CC,TRAPICHE RESERVA,CM3,Bebidas,"0,00",0.0
7790240020052,VINO TINTO SYRAH RESERVA TRAPICHE BOT X 750 CC,TRAPICHE RESERVA,CM3,Bebidas,"0,00",0.0
7790240025415,VINO TINTO MERLOT TRAPICHE ALARIS X 750 CC,ALARIS,CM3,Limpieza,"0,00",0.0
7790240041170,VINO TINTO CABE FRANC RESERVA FOND DE CAVE X 750CC,FOND DE CAVE RESERVA,CM3,Bebidas,"0,00",0.0
7790240041446,VINO TINTO CABERNET RESERVA FOND DE CAVE X 750 CC,FOND DE CAVE RESERVA,CM3,Bebidas,"0,00",0.0
7790240041460,VINO TINTO MALBEC FOND DE CAVE X 750 CC,FOND DE CAVE CLASICO,CM3,Bebidas,"0,00",0.0
7790240041477,VINO TINTO SYRAH FOND DE CAVE X 750 CC,FOND DE CAVE CLASICO,CM3,Bebidas,"0,00",0.0
7790240041880,VINO BLANCO DULCE COSECHA ALARIS X 750 CC,ALARIS,CM3,Limpieza,"0,00",0.0
7790240042085,VINO TINTO CABERNET SAUVIGNON ALMA MORA X 750 CC,ALMA MORA,CM3,Bebidas,"0,00",0.0
7790240042092,VINO TINTO SYRAH ALMA MORA X 750 CC,ALMA MORA,CM3,Bebidas,"0,00",0.0
7790240042108,VINO TINTO MALBEC ALMA MORA X 750 CC.,ALMA MORA,CM3,Bebidas,"0,00",0.0
7790240042115,VINO BLANCO CHARDONNAY ALMA MORA X 750 CC,ALMA MORA,CM3,Bebidas,"0,00",0.0
7790240042467,VINO TINTO CABERNET GRAN RVA FOND DE CAVE X 750 CC,FOND D CAVE GRAN RES,CM3,Bebidas,"0,00",0.0
7790240042481,VINO TINTO MALBEC GRAN RESERVA FOND DE CAVE X 750C,FOND D CAVE GRAN RES,CM3,Bebidas,"0,00",0.0
7790240072792,VINO BLANCO CHARDONNAY RESERVA TRAPICHE X 750 CC,TRAPICHE RESERVA,CM3,Bebidas,"0,00",0.0
7790240091212,VINO BLANCO TORRONTES TRAPICHE ALARIS X 750 CC,ALARIS,CM3,Limpieza,"0,00",0.0
7790240092011,VINO TINTO MALBEC MEDALLA TRAPICHE 750CC,LA MEDALLA,CM3,Bebidas,"0,00",0.0
7790240094459,VINO TINTO MALBEC RESERVA TRAPICHE X 750 CC,TRAPICHE RESERVA,CM3,Bebidas,"0,00",0.0
7790240094466,VINO TINTO CABERNET RESERVA TRAPICHE X 750 CC,TRAPICHE RESERVA,CM3,Bebidas,"0,00",0.0
7790240094732,VINO TINTO BLEND GRAN RESERVA FOND DE CAVE X750CC,FOND D CAVE GRAN RES,CM3,Bebidas,"0,00",0.0
7790240095289,VINO ROSADO DUCE TRAPICHE X 750,TRAPICHE,CM3,Bebidas,"0,00",0.0
7790240096767,VINO TINTO MALBEC PURO TRAPICHE X 750 CC,PURO,CM3,Bebidas,"0,00",0.0
7790240096941,VINO TINTO CABERNET SAUVIG MEDALLA TRAPICHE X750CC,LA MEDALLA,CM3,Bebidas,"0,00",0.0
7790240096965,VINO TINTO MALBEC CALCAREO PERFILES BOT X 750 CC,PERFILES,CM3,Bebidas,"0,00",0.0
7790240098969,VINO TINTO MALBEC ORIGEN TRAPICHE X 750 CC,ORIGEN TRAPICHE,CM3,Bebidas,"0,00",0.0
7790240107500,VINO TINTO CAB SAUV TRAPICHE ALARIS X 750 CC.,ALARIS,CM3,Limpieza,"0,00",0.0
7790240128574,VINO TINTO CABERNET SAUVIG FINCA LAS MORAS X 750CC,FINCA LAS MORAS,CM3,Bebidas,"0,00",0.0
7790240128581,VINO TINTO SYRAH FINCA LAS MORAS X 750 CC,FINCA LAS MORAS,CM3,Bebidas,"0,00",0.0
7790240128598,VINO TINTO MALBEC FINCA LAS MORAS X 750 CC,FINCA LAS MORAS,CM3,Bebidas,"0,00",0.0
7790240128673,VINO TINTO MALBEC RESERVA FOND DE CAVE X 750 CC,FOND DE CAVE RESERVA,CM3,Bebidas,"0,00",0.0
7790240140583,VINO TINTO SYRAH TRAPICHE ALARIS X 750 CC,ALARIS,CM3,Limpieza,"0,00",0.0
7790240940916,VINO TINTO RED BLEND RESERVA TRAPICHE BOT X 750 CC,TRAPICHE RESERVA,CM3,Bebidas,"0,00",0.0
7790240940947,VINO TINTO RED BLEND ALARIS BOT X 750 CC,ALARIS,CM3,Limpieza,"0,00",0.0
7790244001453,DULCE DE LECHE TRADICION SAN IGNACIO X 400 GRS,SAN IGNACIO,GRM,Lácteos,"0,00",0.0
7790244941551,DULCE DE LECHE REPOSTERO SAN IGNACIO POTE X 410GRS,SAN IGNACIO,GRM,Lácteos,"0,00",0.0
7790244941568,DULCE DE LECHE LIGHT SAN IGNACIO POTE X 410 GRS,SAN IGNACIO,GRM,Lácteos,"0,00",0.0
7790244941582,QUESO CREMA ENTERO SAN IGNACIO POTE X 290GR,SAN IGNACIO,GRM,Lácteos,"0,00",0.0
7790244941599,QUESO CREMA ENTERO SAN IGNACIO X480 GRS,SAN IGNACIO,GRM,Lácteos,"0,00",0.0
7790244941605,QUESO CREMA LIGTH SAN IGNACIO POTE X 290 GR,SAN IGNACIO,GRM,Lácteos,"0,00",0.0
7790244941612,QUESO CREMA LIGHT SAN IGNACIO POTE X480 GRS,SAN IGNACIO,GRM,Lácteos,"0,00",0.0
7790244941827,QUESO AZUL SAN IGNACIO X 120 GRS.,SAN IGNACIO,GRM,Lácteos,"0,00",0.0
7790244941872,QUESO CREMA ENT SIN LACTOSA SAN IGNACIO X 290 GRM,SAN IGNACIO,GRM,Lácteos,"0,00",0.0
7790244941889,DULCE DE LECHE SAN IGNACIO DIET FRASCO X 450 GRS,SAN IGNACIO,GRM,Lácteos,"0,00",0.0
7790244941902,DULCE DE LECHE DIETETICO SAN IGNACIO X 450 GR,SAN IGNACIO,GRM,Lácteos,"0,00",0.0
7790250014485,PAPEL HIGIENICO HS FRESH HIGIENOL 18 UNI X 30MTS,HIGIENOL,M21,Limpieza,"0,00",0.0
7790250015536,PAPEL HIGIENICO D HOJA PLUS HIGIENOL 4 X 30 MTS,HIGIENOL,M21,Limpieza,"0,00",0.0
7790250015543,PAPEL HIGIENICO D H BALANCE HIGIENOL 4 X 30 MTS,HIGIENOL,M21,Limpieza,"0,00",0.0
7790250015567,PAPEL HIGIENICO DOBLE HOJA PLUS HIGIENOL 4 X 20 MT,HIGIENOL,M21,Limpieza,"0,00",0.0
7790250015840,PAPEL HIGIENICO HS MAX HIGIENOL 4 X 100 MTS,HIGIENOL,M21,Limpieza,"0,00",0.0
7790250015857,PAPEL HIGIENICO HS MAX HIGIENOL 4 X 80 MTS,HIGIENOL,M21,Limpieza,"0,00",0.0
7790250015864,PAPEL HIGIENICO HS ALOE PANAL HIGIENOL 50M X 4,HIGIENOL,M21,Limpieza,"0,00",0.0
7790250016182,PAPEL HIGIENICO H S FRESH ALOE HIGIENOL 4 X 30MTS,HIGIENOL,M21,Limpieza,"0,00",0.0
7790250016229,PAPEL HIGIENICO HS FRESH ALOE HIGIENOL 6 X 30M,HIGIENOL,M21,Limpieza,"0,00",0.0
7790250019411,PAPEL HIGIENICO DH PLUS HIGIENOL 30M X 18,HIGIENOL,M21,Limpieza,"0,00",0.0
7790250022053,ROLLO DE COCINA ALGODON ELITE ULTRA 3 X 60 UNI,ELITE,UNI,Limpieza,"0,00",0.0
7790250023838,SERVILLETA ULTRA SUAVE ELITE X 200 UNI,ELITE,UNI,Limpieza,"0,00",0.0
7790250023845,SERVILLETA ELITE ULTRA SUAVE X 100UDS,ELITE,UNI,Limpieza,"0,00",0.0
7790250026075,PAPEL HIGIENICO D H ULTRA SUAVE ELITE 4 X 30 MTS,ELITE,M21,Limpieza,"0,00",0.0
7790250026082,PAPEL HIGIENICO ULTRA SOFT D HOJA ELITE 4 X 50 MTS,ELITE,M21,Limpieza,"0,00",0.0
